stop_id;stop_code;stop_name;stop_lat;stop_lon;location_type;parent_station;wheelchair_boarding
08MAI;;Place du 8-Mai;49.4240168107;1.0593587598;1;;
10001;08MAI0;Place du 8-Mai;49.423887898;1.0592748184;0;08MAI;1
10002;08MAI1;Place du 8-Mai;49.4241457234;1.0594427012;0;08MAI;1
1180R;;1180 Route des Roches;49.3263268384;1.04175302785;1;;
10003;1180R0;1180 Route des Roches;49.3262632207;1.0416858999;0;1180R;
10004;1180R1;1180 Route des Roches;49.3263904561;1.0418201558;0;1180R;
1695R;;1695 Route des Roches;49.3275963022;1.04952232165;1;;
10005;1695R0;1695 Route des Roches;49.3275334984;1.0495307695;0;1695R;
10006;1695R1;1695 Route des Roches;49.327659106;1.0495138738;0;1695R;
2249R;;2249 Route des Roches;49.32919837895;1.05566840265;1;;
10007;2249R0;2249 Route des Roches;49.3291080415;1.0556225414;0;2249R;
10008;2249R1;2249 Route des Roches;49.3292887164;1.0557142639;0;2249R;
352RR;;352 Route des Roches;49.3252038658;1.0298337608;1;;
10009;352RR0;352 Route des Roches;49.3252042565;1.0301795539;0;352RR;
10010;352RR1;352 Route des Roches;49.3252034751;1.0294879677;0;352RR;
44RRR;;44 Route des Roches;49.3328966718;1.06634781875;1;;
10011;44RRR0;44 Route des Roches;49.3328248121;1.0663495969;0;44RRR;
10012;44RRR1;44 Route des Roches;49.3329685315;1.0663460406;0;44RRR;
712RR;;712 Route des Roches;49.325725666;1.03558921785;1;;
10013;712RR0;712 Route des Roches;49.325628449;1.0353236278;0;712RR;
10014;712RR1;712 Route des Roches;49.325822883;1.0358548079;0;712RR;
12189;ABAQ1;Collège Abaquesne;49.3857893632;1.2012003672;0;;
ACHAV;;Achavanne;49.4185096274;1.1355269471;1;;
10019;ACHAV0;Achavanne;49.4185242126;1.1354129951;0;ACHAV;
10020;ACHAV1;Achavanne;49.4184950422;1.1356408991;0;ACHAV;
ADENA;;Adenauer;49.4701459714;1.1068198295;1;;
10021;ADENA0;Adenauer;49.4701570619;1.1070263363;0;ADENA;
10022;ADENA1;Adenauer;49.4701348809;1.1066133227;0;ADENA;
ADMIN;;Centre Administratif;49.4064279971;1.05090232925;1;;
10023;ADMIN0;Centre Administratif;49.4063141811;1.050760621;0;ADMIN;1
10024;ADMIN1;Centre Administratif;49.4065418131;1.0510440375;0;ADMIN;1
ADRET;;Stade Jean Adret;49.406015102725;1.097902298325;1;;
13033;ADRET1;Stade Jean Adret;49.405828791;1.0978582912;0;ADRET;1
13034;ADRET2;Stade Jean Adret;49.4059993051;1.0978404028;0;ADRET;1
13035;ADRET3;Stade Jean Adret;49.4060979642;1.0978242508;0;ADRET;
13036;ADRET4;Stade Jean Adret;49.4061343506;1.0980862485;0;ADRET;
24043;ADRIE1;Saint-Adrien;49.3702720676;1.1272924276;0;;
AEROP;;Aéroport;49.39192584335;1.19340845635;1;;
13366;AEROP1;Aéroport;49.3918913309;1.1933219128;0;AEROP;
13367;AEROP2;Aéroport;49.3919603558;1.1934949999;0;AEROP;
AGIDE;;André Gide;49.4911619519;1.049083646;1;;
13031;AGIDE1;André Gide;49.4910669151;1.0490170838;0;AGIDE;1
13032;AGIDE2;André Gide;49.4912569887;1.0491502082;0;AGIDE;1
AGRIC;;Cité de l'Agriculture;49.47626007535;1.1126390462;1;;
10027;AGRIC0;Cité de l'Agriculture;49.4761151503;1.1125218798;0;AGRIC;
10028;AGRIC1;Cité de l'Agriculture;49.4764050004;1.1127562126;0;AGRIC;
ALLDF;;Allée des Deux Fermes;49.46247186495;1.15463736035;1;;
12086;ALLDF0;Allée des Deux Fermes;49.4628067783;1.1544366708;0;ALLDF;
12089;ALLFD1;Allée des Deux Fermes;49.4621369516;1.1548380499;0;ALLDF;
ALLIE;;Les Alliés;49.42091954115;1.05017894755;1;;
13273;ALLIE1;Les Alliés;49.4207243037;1.0498791476;0;ALLIE;
13276;ALLIE2;Les Alliés;49.4211147786;1.0504787475;0;ALLIE;
ALSAC;;Alsace Lorraine;49.44756363975;1.1504125065;1;;
10031;ALSAC0;Alsace Lorraine;49.4476889473;1.1497951606;0;ALSAC;
10032;ALSAC1;Alsace Lorraine;49.4474383322;1.1510298524;0;ALSAC;
ALSOR;;Les Sorbiers;49.3947144643;0.93220047105;1;;
12016;ALSOR0;Les Sorbiers;49.3944060707;0.9320465329;0;ALSOR;
12017;ALSOR1;Les Sorbiers;49.3950228579;0.9323544092;0;ALSOR;
AMAIR;;Mairie d'Amfreville-la-Mivoie;49.4066650293667;1.1226201448;1;;
10033;AMAIR0;Mairie d'Amfreville-la-Mivoie;49.4063878392;1.1227506196;0;AMAIR;
10034;AMAIR1;Mairie d'Amfreville-la-Mivoie;49.4067652187;1.1227554504;0;AMAIR;
23096;AMAIR3;Mairie d'Amfreville-la-Mivoie;49.4068420302;1.1223543644;0;AMAIR;
AMAUR;;André Maurois;49.4410842594;1.1631490823;1;;
10037;AMAUR0;André Maurois;49.4410718603;1.1632595817;0;AMAUR;
10038;AMAUR1;André Maurois;49.4410966585;1.1630385829;0;AMAUR;
24029;ANANG;Les Anguilles;49.449524943;0.8865623312;0;;
24045;ANBAS;Base de Voile;49.4322869819;0.8843674687;0;;
24044;ANBRE;Le Marais Brésil;49.4340388913;0.8922104957;0;;
24028;ANCEN;Centre d'Ambourville;49.4674214662;0.9248009303;0;;
24046;ANCHA;Château des 4 Girouettes;49.4345327013;0.8669314109;0;;
24078;ANCHE;Le Chêne Bénard;49.4373937958;0.8910275412;0;;
24047;ANCHM;La Cheminée Tournante;49.4457724384;0.8658613861;0;;
24022;ANCLA;Le Claquevel;49.4550225849;0.8874428539;0;;
ANDER;;Parc Andersen;49.46717052185;1.11724314345;1;;
13158;ANDER1;Parc Andersen;49.4670241709;1.1169847323;0;ANDER;1
13159;ANDER2;Parc Andersen;49.4673168728;1.1175015546;0;ANDER;1
ANDRE;;Stade Géo André;49.3996953535;1.0559504023;1;;
10042;ANDRE0;Stade Géo André;49.3997425479;1.0560584917;0;ANDRE;1
10043;ANDRE1;Stade Géo André;49.3996481591;1.0558423129;0;ANDRE;1
24023;ANECO;Ecole d'Anneville;49.4618860794;0.8825674351;0;;
ANEGL;;Église d'Anneville;49.4614086339;0.88581487685;1;;
22446;ANEGL1;Église d'Anneville;49.4614628515;0.885840907;0;ANEGL;
22447;ANEGL2;Église d'Anneville;49.4613544163;0.8857888467;0;ANEGL;
23265;ANFOR;La Forge;49.4613013018;0.8873478491;0;;
24075;ANFOS;Le Fossé Merre;49.462856319;0.864985145;0;;
24024;ANGRA;Les Gravières;49.4495156679;0.8841140605;0;;
ANGRE;;La Grève;49.4383300075;0.8852092487;1;;
24074;ANGRE1;La Grève 1;49.4375480158;0.8814509125;0;ANGRE;
24079;ANGRE2;La Grève 2;49.4391119992;0.8889675849;0;ANGRE;
ANGUI;;Anguier;49.4084668133;1.06756822395;1;;
12229;ANGUI0;Anguier;49.4085023143;1.0675269003;0;ANGUI;1
12228;ANGUI1;Anguier;49.4084313123;1.0676095476;0;ANGUI;1
24057;ANJON;Les Joncquets;49.4711517611;0.912558873;0;;
ANMAR;;Ancienne Mare;49.43047911075;1.04750084795;1;;
10044;ANMAR0;Ancienne Mare;49.4304487174;1.047703924;0;ANMAR;
10045;ANMAR1;Ancienne Mare;49.4305095041;1.0472977719;0;ANMAR;
10046;ANNIE0;Annie de Pêne;49.433243698;1.1257095413;0;;
24025;ANPAT;Marais du Pâtis;49.4595023748;0.862727702;0;;
24048;ANPCO;Salle P. de Coubertin;49.4554915286;0.8793949041;0;;
24049;ANROU;Le Rouage;49.4395799288;0.8651160961;0;;
24071;ANSIL;Manoir Brésil;49.4279423496;0.8687458081;0;;
24070;ANTEM;Château des Templiers;49.4702070999;0.9185404727;0;;
24027;ANTRI;Le Triage des Nouettes;49.4430840689;0.887560169;0;;
24026;ANTRO;Trou de la Martellerie;49.468342823;0.8693657546;0;;
24053;ANVIL;Route du Village;49.4693342553;0.9224352808;0;;
APEUP;;Allée des Peupliers;49.3430379266;0.9514062427;1;;
10051;APEUP0;Allée des Peupliers;49.3430840253;0.9515081327;0;APEUP;1
10052;APEUP1;Allée des Peupliers;49.3429918279;0.9513043527;0;APEUP;1
ARCHI;;L'Archipel;49.3906185148;1.0314480523;1;;
10055;ARCHI0;L'Archipel;49.3907311347;1.0311664702;0;ARCHI;
10056;ARCHI1;L'Archipel;49.3905058949;1.0317296344;0;ARCHI;
ARCON;;Centre d'Art Contemporain;49.48244836315;1.04366341725;1;;
13305;ARCON1;Centre d'Art Contemporain;49.4823937374;1.0435958554;0;ARCON;
13306;ARCON2;Centre d'Art Contemporain;49.4825029889;1.0437309791;0;ARCON;
ARGEN;;Clos d'Argent;49.442469273;1.131904808;1;;
12164;ARGEN1;Clos d'Argent;49.4425059571;1.1319797207;0;ARGEN;1
12165;ARGEN2;Clos d'Argent;49.4424325889;1.1318298953;0;ARGEN;1
ARON;;Aron;49.47507231545;1.0944455126;1;;
10057;ARON0;Aron;49.474797961;1.0944108118;0;ARON;
10058;ARON1;Aron;49.4753466699;1.0944802134;0;ARON;
ARROM;;Arromanches;49.4561296232;1.1256989124;1;;
10059;ARROM0;Arromanches;49.4560606698;1.1255420608;0;ARROM;
10060;ARROM1;Arromanches;49.4561985766;1.125855764;0;ARROM;
ASOUR;;Allée des Sources;49.3421852938;0.95970046385;1;;
10063;ASOUR0;Allée des Sources;49.3422915882;0.9591750758;0;ASOUR;1
10064;ASOUR1;Allée des Sources;49.3420789994;0.9602258519;0;ASOUR;1
ASSOC;;Maison des Associations;49.46245266965;1.08901112625;1;;
10065;ASSOC0;Maison des Associations;49.4624068356;1.0889226545;0;ASSOC;1
10066;ASSOC1;Maison des Associations;49.4624985037;1.089099598;0;ASSOC;1
ATELI;;Ateliers du Cailly;49.45450793585;1.04480298775;1;;
12951;ATELI1;Ateliers du Cailly;49.4542530751;1.0449127734;0;ATELI;
12950;ATELI2;Ateliers du Cailly;49.4547627966;1.0446932021;0;ATELI;
10071;AUROR0;Aurore;49.4346013829;1.11869338;0;;
AVCAE;;Avenue de Caen;49.42977633225;1.0755235417;1;;
10076;AVCAE0;Avenue de Caen;49.4297661527;1.0753021151;0;AVCAE;1
10077;AVCAE1;Avenue de Caen;49.4297865118;1.0757449683;0;AVCAE;1
AVCHA;;Champlain;49.43387654175;1.09173201;1;;
13155;CHAMP1;Champlain;49.4338299967;1.0915747266;0;AVCHA;
13156;CHAMP2;Champlain;49.4339230868;1.0918892934;0;AVCHA;
BABAC;;Rue du Bac;49.43562391505;0.92626876125;1;;
22484;BABAC1;Rue du Bac;49.436504025;0.9266233754;0;BABAC;
22487;BABAC2;Rue du Bac;49.4347438051;0.9259141471;0;BABAC;
22490;BABEA;Beaulieu;49.414604738;0.9216350392;0;;
22483;BABOU;Rue Bouchée;49.4408077742;0.9258849219;0;;
BACAL;;Rue du Calvaire;49.44363279885;0.92622735285;1;;
22479;BACAL1;Rue du Calvaire;49.4435956646;0.9261250382;0;BACAL;
22480;BACAL2;Rue du Calvaire;49.4436699331;0.9263296675;0;BACAL;
BACDI;;Bac de Dieppedalle;49.42332145525;1.01972015945;1;;
10082;BACDI0;Bac de Dieppedalle;49.4233512787;1.0196746322;0;BACDI;1
10083;BACDI1;Bac de Dieppedalle;49.4232916318;1.0197656867;0;BACDI;1
BACHA;;Les Charmilles;49.44190001175;0.92824529165;1;;
22481;BACHA1;Les Charmilles;49.4419214182;0.9281551473;0;BACHA;
22482;BACHA2;Les Charmilles;49.4418786053;0.928335436;0;BACHA;
BACVH;;Bac du Val-de-la-Haye;49.38638287745;1.0070796682;1;;
10086;BACVH0;Bac du Val-de-la-Haye;49.3863427147;1.0070022193;0;BACVH;1
10087;BACVH1;Bac du Val-de-la-Haye;49.3864230402;1.0071571171;0;BACVH;
BAECO;;Ecole de Berville;49.43545589585;0.92726525925;1;;
22485;BAECO1;Ecole de Bardouville;49.4355969589;0.9274198035;0;BAECO;
24031;BAECO2;Ecole de Bardouville;49.4353148328;0.927110715;0;BAECO;
22491;BAFER;La Ferme Beaulieu;49.410336753;0.9216013991;0;;
22492;BALUM;Calumet;49.4078012701;0.9237366926;0;;
BALZA;;Honoré de Balzac;49.42608643375;1.0868596725;1;;
10088;BALZA0;Honoré de Balzac;49.4260728183;1.0868462315;0;BALZA;1
10089;BALZA1;Honoré de Balzac;49.4261000492;1.0868731135;0;BALZA;1
BAMME;;Bammeville;49.42995598355;1.09182038955;1;;
10090;BAMME0;Bammeville;49.4294265712;1.0914475771;0;BAMME;1
10091;BAMME1;Bammeville;49.4304853959;1.092193202;0;BAMME;1
BAPEA;;Bapeaume;49.45234853325;1.059240593;1;;
10092;BAPEA1;Bapeaume;49.4518766451;1.0596416551;0;BAPEA;1
10093;BAPEA2;Bapeaume;49.4528204214;1.0588395309;0;BAPEA;1
BARBE;;Sainte-Barbe;49.4260785933;1.02178889205;1;;
10094;BARBE0;Sainte-Barbe;49.4258169861;1.021485276;0;BARBE;1
10095;BARBE1;Sainte-Barbe;49.4263402005;1.0220925081;0;BARBE;1
BARTS;;Beaux Arts;49.4442292902;1.0946699796;1;;
10098;BARTS0;Beaux Arts;49.4442261661;1.0943669405;0;BARTS;
10099;BARTS1;Beaux Arts;49.4442324143;1.0949730187;0;BARTS;
BASAU;;Stade André Sauvage;49.43182773125;0.9254709864;1;;
22488;BASAU1;Stade André Sauvage;49.4317730366;0.9254036173;0;BASAU;
22489;BASAU2;Stade André Sauvage;49.4318824259;0.9255383555;0;BASAU;
BASEI;;Basse Seine;49.39421736915;1.11350967945;1;;
10100;BASEI0;Basse Seine;49.3941783368;1.1134260882;0;BASEI;
10101;BASEI1;Basse Seine;49.3942564015;1.1135932707;0;BASEI;
BASSE;;Rue Basse;49.42992465685;1.11198640315;1;;
10102;BASSE0;Rue Basse;49.4297374415;1.1121286187;0;BASSE;1
10103;BASSE1;Rue Basse;49.4301118722;1.1118441876;0;BASSE;
BASTI;;Maryse Bastié;49.39194111245;1.0700938873;1;;
10105;BASTI0;Maryse Bastié;49.3918265567;1.0699866052;0;BASTI;1
10106;BASTI1;Maryse Bastié;49.3920556682;1.0702011694;0;BASTI;1
BAUDR;;Place Baudry;49.3643184521;1.2497249684;1;;
12325;BAUDR0;Place Baudry;49.364435971;1.2495565456;0;BAUDR;
12329;BAUDR1;Place Baudry;49.3642009332;1.2498933912;0;BAUDR;
23396;BAVEN;Venelles;49.4255113038;0.9288825531;0;;
BDARN;;Barrières de Darnétal;49.439684908725;1.13179636105;1;;
13208;BDARN1;Barrières de Darnétal;49.439764677;1.1309579869;0;BDARN;
13200;BDARN2;Barrières de Darnétal;49.4399043714;1.130778185;0;BDARN;
12210;BDARN3;Barrières de Darnétal;49.4394767749;1.1327122349;0;BDARN;
12211;BDARN4;Barrières de Darnétal;49.4395938116;1.1327370374;0;BDARN;
BDVER;;Boulevard de Verdun;49.41292909045;1.04742957355;1;;
10115;BDVER0;Boulevard de Verdun;49.4129839203;1.0473062037;0;BDVER;
10116;BDVER1;Boulevard de Verdun;49.4128742606;1.0475529434;0;BDVER;
BEAASC;;Ascenseurs Beauvoisine;49.4482308364;1.1002774546;1;;
4030;ASC_11;Ascenseur Place Beauvoisine;49.4482308364;1.1002774546;0;BEAASC;1
4031;ASC_12;Ascenseur Niveau intermédiaire;49.4482308364;1.1002774546;0;BEAASC;1
4032;ASC_13;Ascenseur Quai Station;49.4482308364;1.1002774546;0;BEAASC;1
BEAUV;;Beauvoisine;49.448301870225;1.10038758665;1;;
10119;BEAU10;Beauvoisine;49.4478774471;1.0999828495;0;BEAUV;1
12524;BEAU3;Beauvoisine;49.4483611761;1.0998471578;0;BEAUV;1
10125;BEAU51;Beauvoisine;49.4485847902;1.1006271665;0;BEAUV;1
13199;BEAU7;Beauvoisine;49.4483221266;1.1012948991;0;BEAUV;
12983;BEAUT1;Beauvoisine;49.4486335649;1.0999086142;0;BEAUV;1
13144;BEAUT2;Beauvoisine;49.4481117376;1.1009279415;0;BEAUV;1
10126;BEAUV0;Beauvoisine;49.4482932829;1.10023461;0;BEAUV;1
10127;BEAUV1;Beauvoisine;49.4482308364;1.1002774546;0;BEAUV;1
BEBAC;;Bac de Berville;49.47878161095;0.87671881025;1;;
22455;BEBAC1;Bac de Berville;49.4787621472;0.8765952743;0;BEBAC;
22456;BEBAC2;Bac de Berville;49.4788010747;0.8768423462;0;BEBAC;
22462;BEBER1;La Bergerie;49.469632063;0.8883113417;0;;
24054;BEBOI;Le Bois de la Mare;49.4684907735;0.8987897002;0;;
BECQU;;Becquerel;49.439537359;1.1049371459;1;;
10128;BECQU0;Becquerel;49.4395008693;1.1048829167;0;BECQU;1
10129;BECQU1;Becquerel;49.4395738487;1.1049913751;0;BECQU;1
24051;BEECO;Ecole de Berville;49.4730091109;0.9025121748;0;;
24052;BEFON;Rue de la Fontaine;49.477737615;0.9171874807;0;;
BEGLA;;Le Gland;49.46165149725;0.90348498955;1;;
22467;BEGLA1;Le Gland;49.4617720035;0.9034195922;0;BEGLA;
22468;BEGLA2;Le Gland;49.461530991;0.9035503869;0;BEGLA;
BEGRA;;La Gravelle;49.473259487;0.89939634155;1;;
24072;BEGRA1;La Gravelle;49.4738070751;0.8993602879;0;BEGRA;
24050;BEGRA3;La Gravelle;49.4727118989;0.8994323952;0;BEGRA;
BEHAR;;Le Haridon;49.4714862024;0.88822441705;1;;
22464;BEHAR1;Le Haridon;49.4711922147;0.8888048497;0;BEHAR;
22465;BEHAR2;Le Haridon;49.4717801901;0.8876439844;0;BEHAR;
BELAI;;Bel Air;49.38110201875;1.02971207005;1;;
10130;BELAI0;Bel Air;49.3810745498;1.0296646059;0;BELAI;
10131;BELAI1;Bel Air;49.3811294877;1.0297595342;0;BELAI;
BELBE;;Mairie de Belbeuf;49.3886117885;1.13868417265;1;;
10132;BELBE;Mairie de Belbeuf;49.3886501994;1.1383686642;0;BELBE;
12925;BELBE1;Mairie de Belbeuf;49.3885733776;1.1389996811;0;BELBE;
BELGE;;Belges;49.44141975795;1.08297581175;1;;
10134;BELGE1;Belges;49.4406121954;1.0828543604;0;BELGE;1
10135;BELGE2;Belges;49.4407111358;1.0828657157;0;BELGE;1
12987;BELGE3;Belges;49.4422129165;1.0830080627;0;BELGE;1
13140;BELGE4;Belges;49.4421427841;1.0831751082;0;BELGE;1
BELLE;;Bellevue;49.45636759215;1.0591300022;1;;
10138;BELLE0;Bellevue;49.4559413426;1.0591750895;0;BELLE;
10139;BELLE1;Bellevue;49.4567938417;1.0590849149;0;BELLE;
BELVE;;Belvédère;49.43954747255;1.02711193305;1;;
10140;BELVE0;Belvédère;49.4393531735;1.0270066851;0;BELVE;
10141;BELVE1;Belvédère;49.4397417716;1.027217181;0;BELVE;
24058;BEMAR;La Martellerie;49.4717735571;0.8714869753;0;;
24020;BEROU;Route d'Ambourville;49.4716841253;0.909146706;0;;
BERTE;;Ecole Berthelot;49.4595114117;1.0890965761;1;;
10144;BERTE0;Ecole Berthelot;49.459244963;1.0889583562;0;BERTE;1
10145;BERTE1;Ecole Berthelot;49.4597778604;1.089234796;0;BERTE;1
24033;BESTA;Stade de Berville;49.4715436165;0.8933856177;0;;
24056;BETHO;Le Pré Thorin;49.4819773233;0.8951734978;0;;
24055;BETRO;Le Trou Garet;49.4711263329;0.8915500863;0;;
BEVIL;;Rue du Village;49.47251719405;0.89967911945;1;;
24032;BEVIL1;Rue du Village;49.4724245101;0.8994404637;0;BEVIL;
24019;BEVIL2;Rue du Village;49.472609878;0.8999177752;0;BEVIL;
24018;BEVIV;Rue du Vivier;49.473213141;0.9056954053;0;;
BGUIL;;Mairie de Bois-Guillaume;49.4699519129;1.11950781455;1;;
10150;BGUI10;Mairie de Bois-Guillaume;49.4695381978;1.1195163577;0;BGUIL;1
10152;BGUI21;Mairie de Bois-Guillaume;49.4700644787;1.1191454394;0;BGUIL;1
10154;BGUI31;Mairie de Bois-Guillaume;49.4702213976;1.12045127;0;BGUIL;1
13250;BGUI4;Mairie de Bois-Guillaume;49.4699835775;1.1189181911;0;BGUIL;
BHAVR;;Barrières du Havre;49.4515842897;1.05706518875;1;;
10155;BHAVR0;Barrières du Havre;49.4518466076;1.056810594;0;BHAVR;
10156;BHAVR1;Barrières du Havre;49.4513219718;1.0573197835;0;BHAVR;
BIBOI;;Bibliothèque Galilée;49.3450410012;1.09301755935;1;;
11929;BIBOI0;Bibliothèque Galilée;49.3448832165;1.0928555071;0;BIBOI;1
11932;BIBOI1;Bibliothèque Galilée;49.3451987859;1.0931796116;0;BIBOI;1
BICHE;;Rue aux Biches;49.40414039875;1.0104294592;1;;
10157;BICHE0;Rue aux Biches;49.4038805722;1.0102907628;0;BICHE;1
10158;BICHE1;Rue aux Biches;49.4044002253;1.0105681556;0;BICHE;1
BIESS;;Biessard;49.410023162;1.01209002575;1;;
10159;BIESS0;Biessard;49.4094828999;1.0117761129;0;BIESS;1
10160;BIESS1;Biessard;49.4105634241;1.0124039386;0;BIESS;1
11799;BIMAR1;Bimare;49.4696015332;1.180704788;0;;
BINCH;;Binche;49.47604538465;1.0396960531;1;;
13096;BINCH1;Binche;49.4759793926;1.0402422983;0;BINCH;1
13097;BINCH2;Binche;49.4761113767;1.0391498079;0;BINCH;
BIZNE;;Business School;49.46398639455;1.06513551665;1;;
13017;BIZNE1;Business School;49.4640953172;1.0648157947;0;BIZNE;1
13025;BIZNE2;Business School;49.4638774719;1.0654552386;0;BIZNE;1
BLANQ;;Blanqui;49.41546412345;1.0982863619;1;;
10165;BLANQ0;Blanqui;49.4151313721;1.0982530916;0;BLANQ;
10166;BLANQ1;Blanqui;49.4157968748;1.0983196322;0;BLANQ;
BLERI;;Blériot;49.39509452075;1.0837128258;1;;
10167;BLERI0;Blériot;49.3949907269;1.0836671855;0;BLERI;1
10168;BLERI1;Blériot;49.3951983146;1.0837584661;0;BLERI;1
BLEVE;;Bois l'Evêque;49.4098073486;1.2520240456;1;;
12337;BLEVE0;Bois l'Evêque;49.4099830468;1.2523303292;0;BLEVE;
12344;BLEVE1;Bois l'Evêque;49.4096316504;1.251717762;0;BLEVE;
BMAIR;;Mairie - V. Schoelcher;49.4880917680167;1.0487249323;1;;
10173;BMAIB0;Mairie - V. Schoelcher;49.4883003172;1.0488354611;0;BMAIR;1
10174;BMAIB1;Mairie - V. Schoelcher;49.4883000181;1.0490177544;0;BMAIR;1
12182;BMAIR1;Mairie - V. Schoelcher;49.4880569453;1.0487588464;0;BMAIR;1
12183;BMAIR2;Mairie - V. Schoelcher;49.488020722;1.0489420428;0;BMAIR;1
13361;BMAIB4;Mairie - V. Schoelcher;49.4878905928;1.0485337771;0;BMAIR;
13362;BMAIB5;Mairie - V. Schoelcher;49.4879820127;1.048261712;0;BMAIR;
BMARI;;Boulevard Maritime;49.34797943535;0.99215210695;1;;
10176;BMARI0;Boulevard Maritime;49.3480370509;0.9920818355;0;BMARI;1
10177;BMARI1;Boulevard Maritime;49.3479218198;0.9922223784;0;BMARI;1
BMIDI;;Boulevard du Midi;49.43182142805;1.03729032295;1;;
13368;BMIDI1;Boulevard du Midi;49.4316657374;1.037223891;0;BMIDI;
13369;BMIDI2;Boulevard du Midi;49.4319771187;1.0373567549;0;BMIDI;
24016;BOABB;Abbesses;49.380861574;1.1788129091;0;;
24034;BOAER;Aérogare;49.3887515361;1.1874425239;0;;
BOCHA;;Les Beaux Champs;49.3853921226;1.13542252435;1;;
10178;BOCHA0;Les Beaux Champs;49.3852578717;1.1353613746;0;BOCHA;
10179;BOCHA1;Les Beaux Champs;49.3855263735;1.1354836741;0;BOCHA;
BOCQU;;Les Bocquets;49.47483599525;1.10809351325;1;;
13292;BOCQU3;Les Bocquets;49.4745144719;1.1086087326;0;BOCQU;
13293;BOCQU4;Les Bocquets;49.4751575186;1.1075782939;0;BOCQU;
11727;BOISB;Bois Breton;49.4723345151;1.1896159876;0;;
BOISD;;Bois d'Ennebourg;49.3915553286;1.21718758705;1;;
12861;BOISD1;Bois d'Ennebourg;49.3917062834;1.2171176244;0;BOISD;
12862;BOISD2;Bois d'Ennebourg;49.3914043738;1.2172575497;0;BOISD;
24069;BOMAN;Manoir;49.3812253394;1.1898249402;0;;
BONSE;;Mairie de Bonsecours;49.4214598022;1.12689694485;1;;
10183;BONSE0;Mairie de Bonsecours;49.4212630326;1.1269842206;0;BONSE;1
10184;BONSE1;Mairie de Bonsecours;49.4216565718;1.1268096691;0;BONSE;1
10185;BORDE0;Bordes;49.4337990477;1.1219771472;0;;
BORDS;;Bords de Seine;49.3633354904;0.99124650935;1;;
11984;BORDS0;Bords de Seine;49.3632978724;0.9910963889;0;BORDS;
12015;BORDS1;Bords de Seine;49.3633731084;0.9913966298;0;BORDS;
24035;BOSPO;Halle des Sports;49.3849053591;1.19702261;0;;
BOULI;;Boulingrin;49.4467873821333;1.10590115262222;1;;
12753;BBOU;Boulingrin;49.4470628333;1.1050902991;0;BOULI;1
12741;BOU1;Boulingrin;49.4467884514;1.1057126283;0;BOULI;1
12742;BOU2;Boulingrin;49.4467404164;1.1058472629;0;BOULI;1
12743;BOU3;Boulingrin;49.4468148938;1.1061025303;0;BOULI;1
12744;BOU4;Boulingrin;49.4467061876;1.1060142896;0;BOULI;1
13215;BOU5;Boulingrin;49.4467690949;1.1062362497;0;BOULI;
12746;BOU6;Boulingrin;49.4470347667;1.1063000524;0;BOULI;
13350;BOU7;Boulingrin;49.4466053633;1.1053785928;0;BOULI;1
13351;BOU8;Boulingrin;49.4465644318;1.1064284685;0;BOULI;1
BOUTT;;Les Bouttières;49.34812301785;0.99555572965;1;;
10204;BOUTT0;Les Bouttières;49.3481693717;0.9954825329;0;BOUTT;1
10205;BOUTT1;Les Bouttières;49.348076664;0.9956289264;0;BOUTT;1
BOUVE;;Bouverie;49.46706336365;1.137453038;1;;
10206;BOUVE0;Bouverie;49.4671216057;1.1374378898;0;BOUVE;1
10207;BOUVE1;Bouverie;49.4670051216;1.1374681862;0;BOUVE;1
24081;BOVIL;Village d'Entreprises;49.3903691486;1.1924418905;0;;
BRAQU;;Georges Braque;49.40039085686;1.04233424516;1;;
10214;BRAQU0;Georges Braque;49.4004912949;1.0422751824;0;BRAQU;1
10215;BRAQU1;Georges Braque;49.4005189804;1.0423433151;0;BRAQU;1
10210;BRAQU2;Georges Braque;49.4003391958;1.0423340878;0;BRAQU;1
10212;BRAQU3;Georges Braque;49.3998664141;1.0426488798;0;BRAQU;1
10213;BRAQU4;Georges Braque;49.4007383991;1.0420697607;0;BRAQU;1
BRAZZ;;Brazza;49.3984150837;1.04763818085;1;;
10216;BRAZZ0;Brazza;49.3984432983;1.0475462732;0;BRAZZ;1
10217;BRAZZ1;Brazza;49.3983868691;1.0477300885;0;BRAZZ;1
BROCH;;Les Broches;49.43456627035;1.13127792115;1;;
10218;BROCH0;Les Broches;49.4345114844;1.1311896711;0;BROCH;
10219;BROCH1;Les Broches;49.4346210563;1.1313661712;0;BROCH;
BROSS;;Brossolette;49.41502450785;1.0436471749;1;;
13314;BROSS1;Brossolette;49.4148769152;1.0432888907;0;BROSS;
13315;BROSS2;Brossolette;49.4148268299;1.0428081978;0;BROSS;
13355;BROSS3;Brossolette;49.415206978;1.0441158156;0;BROSS;
13354;BROSS4;Brossolette;49.4151873083;1.0443757955;0;BROSS;
10223;BROUC0;Broucq;49.4586912743;1.0577786801;0;;
BSMAU;;Saint-Maur;49.4518309181;1.08741648635;1;;
10226;BSMAU0;Saint-Maur;49.4518432476;1.0873059455;0;BSMAU;
10227;BSMAU1;Saint-Maur;49.4518185886;1.0875270272;0;BSMAU;
BUCHH;;Buchholz;49.45132433175;1.0282577011;1;;
10228;BUCHH0;Buchholz;49.4512894535;1.0283550525;0;BUCHH;
